Rank,Institution,DOD R&D expenditures,Unnamed: 3,Computer sciences,Unnamed: 5,Environmental sciences,Unnamed: 7,Life sciences,Unnamed: 9,Mathematical sciences,Unnamed: 11,Physical sciences,Unnamed: 13,Psychology,Unnamed: 15,Social sciences,Unnamed: 17,"Sciences, nec",Unnamed: 19,Engineering,Unnamed: 21,All non-S&E fields,Unnamed: 23,shift
367.0,"U. Tennessee, Knoxville, Institute of Agriculture",133.0,,0.0,,0.0,,129.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,,0.0,,0
368.0,"U. Missouri, Saint Louis",132.0,,0.0,,0.0,,82.0,,50.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
369.0,Eastern Kentucky U.,131.0,,0.0,,91.0,,40.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
369.0,Texas Christian U.,131.0,,0.0,,0.0,,28.0,,0.0,,89.0,,0.0,,0.0,,0.0,,0.0,,14.0,,0
371.0,Hamilton C.,118.0,,21.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,97.0,,0
372.0,Youngstown State U.,114.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,114.0,,0.0,,0
373.0,"California State U., Long Beach",112.0,,0.0,,0.0,,0.0,,0.0,,90.0,,22.0,,0.0,,0.0,,0.0,,0.0,,0
373.0,"California State U., Sacramento",112.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,112.0,,0.0,,0.0,,0.0,,0
375.0,Dakota State U.,108.0,,108.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
376.0,Coastal Carolina U.,107.0,,0.0,,107.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
376.0,"U. Arkansas, Pine Bluff",107.0,,0.0,,0.0,,104.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
376.0,Western Kentucky U.,107.0,,0.0,,0.0,,24.0,,0.0,,63.0,,4.0,,0.0,,0.0,,0.0,,16.0,,0
379.0,Eastern Virginia Medical School,102.0,,0.0,,0.0,,102.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
380.0,Kennesaw State U.,98.0,,0.0,,0.0,,0.0,,0.0,,98.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
381.0,Reed C.,97.0,,0.0,,0.0,,0.0,,97.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
382.0,Rowan U.,96.0,,0.0,,0.0,,0.0,,0.0,,7.0,,0.0,,0.0,,0.0,,89.0,,0.0,,0
383.0,"Indiana U.-Purdue U., Fort Wayne",94.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,94.0,,0.0,,0
384.0,Texas A&M U.-Kingsville,92.0,,0.0,,0.0,,58.0,,0.0,,34.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
385.0,Franklin W. Olin C. of Engineering,91.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,91.0,,0.0,,0
386.0,Alaska Pacific U.,90.0,,0.0,,0.0,,90.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
387.0,Elizabeth City State U.,86.0,,0.0,,0.0,,0.0,,32.0,,54.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
388.0,Connecticut C.,81.0,,0.0,,0.0,,0.0,,0.0,,81.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
389.0,"Pennsylvania State U., Behrend",80.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,28.0,,0.0,,21.0,,28.0,,0
389.0,U. Wisconsin-Platteville,80.0,i,6.0,i,0.0,i,3.0,i,1.0,i,8.0,i,1.0,i,4.0,i,0.0,i,54.0,i,3.0,i,0
391.0,Santa Clara U.,76.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,76.0,,0.0,,0.0,,0.0,,0
392.0,"St. John's U., Manhattan",74.0,,0.0,,0.0,,0.0,,0.0,,74.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
393.0,Bradley U.,68.0,,0.0,,0.0,,0.0,,0.0,,68.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
394.0,Franklin and Marshall C.,66.0,,0.0,,0.0,,66.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
395.0,"CUNY, C. Staten Island",62.0,,0.0,,0.0,,0.0,,62.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
396.0,East Tennessee State U.,60.0,,0.0,,0.0,,60.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
397.0,Hawaii Pacific U.,59.0,,0.0,,59.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
398.0,U. Richmond,55.0,,0.0,,0.0,,37.0,,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
399.0,"California State U., Monterey Bay",53.0,,0.0,,53.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
399.0,Savannah State U.,53.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,53.0,,0.0,,0
401.0,Christopher Newport U.,50.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,50.0,,0.0,,0
401.0,U. North Florida,50.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,50.0,,0.0,,0
403.0,Shaw U.,49.0,i,2.0,i,0.0,i,27.0,i,2.0,i,7.0,i,0.0,i,0.0,i,0.0,i,0.0,i,11.0,i,0
404.0,Indiana State U.,46.0,,0.0,,0.0,,46.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
404.0,"Southern Illinois U., Edwardsville",46.0,,0.0,,0.0,,0.0,,0.0,,45.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0
406.0,Sonoma State U.,44.0,,0.0,,0.0,,44.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
407.0,Azusa Pacific U.,43.0,,0.0,,0.0,,0.0,,0.0,,0.0,,43.0,,0.0,,0.0,,0.0,,0.0,,0
407.0,Smith C.,43.0,,0.0,,0.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,39.0,,0.0,,0
407.0,U. of the Pacific,43.0,,43.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
410.0,Murray State U.,42.0,,0.0,,42.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
411.0,Bucknell U.,40.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,40.0,,0.0,,0
411.0,"U. Washington, Tacoma",40.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,40.0,,0
413.0,Florida Gulf Coast U.,39.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,39.0,,0
414.0,U. Houston-Downtown,35.0,,35.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
414.0,Willamette U.,35.0,,35.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
416.0,Plymouth State U.,31.0,,0.0,,31.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
416.0,Roger Williams U.,31.0,,0.0,,0.0,,0.0,,0.0,,31.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
418.0,Davidson C.,30.0,,0.0,,0.0,,30.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
419.0,"California State U., Chico",29.0,,0.0,,8.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,21.0,,0.0,,0
420.0,Quinnipiac U.,28.0,i,1.0,i,0.0,i,17.0,i,1.0,i,4.0,i,0.0,i,0.0,i,0.0,i,1.0,i,4.0,i,0
421.0,Fairfield U.,26.0,,0.0,,0.0,,0.0,,0.0,,26.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
422.0,"CUNY, York C.",25.0,,0.0,,0.0,,25.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
422.0,U. Central Arkansas,25.0,,25.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
424.0,Marist C.,24.0,,0.0,,0.0,,0.0,,24.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
425.0,Clark U.,23.0,,0.0,,23.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
425.0,Loyola Marymount U.,23.0,,0.0,,0.0,,0.0,,23.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
425.0,"SUNY, Buffalo State",23.0,,0.0,,23.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
425.0,U. Wisconsin-La Crosse,23.0,,0.0,,0.0,,20.0,,0.0,,0.0,,0.0,,3.0,,0.0,,0.0,,0.0,,0
429.0,U. Central Oklahoma,22.0,,0.0,,0.0,,22.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
429.0,"U. Oklahoma, Tulsa",22.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,22.0,,0.0,,0.0,,0.0,,0
431.0,Northeast Ohio Medical U.,21.0,,0.0,,0.0,,21.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
431.0,"U. Alaska, Southeast",21.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,21.0,,0.0,,0.0,,0
433.0,Claflin U.,20.0,,0.0,,0.0,,0.0,,0.0,,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
434.0,U. of Mary Washington,16.0,,0.0,,0.0,,0.0,,0.0,,16.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
435.0,James Madison U.,15.0,,0.0,,0.0,,0.0,,0.0,,15.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
435.0,Middle Tennessee State U.,15.0,,15.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
437.0,Jacksonville State U.,13.0,,13.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
437.0,"U. Alaska, Anchorage",13.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,13.0,,0.0,,0.0,,0.0,,0
439.0,U. New Haven,11.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,11.0,,0
440.0,U. Northern Colorado,10.0,,0.0,,0.0,,0.0,,0.0,,0.0,,10.0,,0.0,,0.0,,0.0,,0.0,,0
441.0,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",9.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
441.0,U. Western States,9.0,,0.0,,0.0,,9.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
443.0,Hope C.,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,,0
443.0,Missouri State U.,6.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
443.0,"U. Puerto Rico, Humacao",6.0,,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
443.0,Western Carolina U.,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,,0.0,,0
447.0,Barry U.,5.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
447.0,Stockton U.,5.0,,0.0,,0.0,,0.0,,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
447.0,"Toyota Technological Institute, Chicago",5.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
450.0,Edward Via C. of Osteopathic Medicine,4.0,,0.0,,0.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
451.0,"SUNY, C. of Environmental Science and Forestry",2.0,,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
452.0,Harvey Mudd C.,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0
452.0,"Oklahoma State U., Center for Health Sciences",1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0
452.0,"SUNY, C. Brockport",1.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
