Other transit injuries,U ,U ,U ,U ,U ,"57,001","55,104","56,006","55,932","55,166",56574,53871,19152,18118,"18,829","17,937","19,066","20,720","25,276","24,391",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Incidents, all modes16",U ,U ,U ,"90,163","70,693","62,471","59,392","61,561","60,094","58,703","59,898","58,149","30,331","19,797","20,939","21,016","22,275","22,718","22,261","23,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Transit highway-rail grade crossing incidentsj, 17",U ,U ,U ,U ,U ,127,134,119,106,140,148,101,398,276,311,504,131,134,245,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other transit incidents,U ,U ,U ,U ,U ,"62,344","59,258","61,442","59,988","58,563","59,750","58,048","29,933","19,521","20,628","20,512","22,144","22,584","22,016","22,909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Major incidentsl,U ,U ,U ,U ,U ,U ,U ,U ,U ,U ,U ,U ,"2,282","1,913","2,515","3,335","2,505","2,839","4,300","3,737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEY:  ~ = included in heavy rail figure; + = included in motor bus figure; kWh = kilowatt hours; NA = not applicable; P = preliminary; R = revised; U = data are unavailable; Z = a value too small to report.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"a Excludes international, rural, rural interstate, island and urban park ferries.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b Includes aerial tramway, automated guideway transit, cable car, inclined plane, monorail, publico, vanpool, jitney and Alaska railroad.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"c Beginning in 1992, local operating assistance and other revenue declined by about $500 million due to a change in accounting procedures at the New York City Transit Authority. Beginning in 1992, total operating expense declined by about $400 million due to a change in accounting procedures at the New York City Transit Authority.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d Total is not the sum of all modes since many providers operate more than one mode. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e Includes locomotives which make up roughly 10 percent of commuter rail vehicles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f  Based on employee equivalents of 2,080 hours equals one employee; beginning in 1993, based on number of actual employees. Number of employees are operating employees.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"g Includes cable car, inclined plane, aerial tramway, monorail, automated guideway, publico, jitney and Alaska railroad.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"h Liquefied natural gas, liquefied petroleum gas, methanol, propane, and other nondiesel fuels, except compressed natural gas and bio-diesel fuels.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"i These data are for motor bus, commuter rail, heavy rail, light rail, automated guideway, demand response, and vanpool.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"j Transit highway-rail grade crossing fatalities, injuries, and incidents are the result of public transit rail mode operations excluding commuter rail. Almost all transit highway-rail crossings are light rail crossings. The heavy rail system in Chicago has 5 crossings. For the most part heavy rail operates on rights-of-way that do not include crossings.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"k Beginning in 2002, the Federal Transit Administration changed the reporting threshold for injuries. Before 2002, essentially all injuries had to be reported to the National Transit Database. Beginning in 2002, only those injuries requiring immediate medical attention away from the scene of the incident are required to be reported.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"l From 2002 through 2007, the Federal Transit Administration defined major incidents as safety and/or security incidents resulting in: a fatality, two or more injuries transported for immediate medical treatment away from the scene, grade crossing collisions with injury or $7500 in total damage, rail transit vehicle collisions resulting in one or more injuries, main-line derailments and evacuations due to life safety reasons. Since 2008, reported property damages were equal to or greater than $25,000 and major incidents were reclassified as reportable incidents requiring one or more injuries transported for immediate medical treatment away from the scene.    ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data may not add to total due to independent rounding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beginning in 1996, Operating expenses, Number of vehicles, Vehicle miles, Unlinked passenger trips, Passenger miles, Average trip length and Energy consumption data are obtained from Federal Transit Administration and are not comparable with earlier years. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Beginning in 2002 passenger fare by mode, Other operating revenue and Operating assistance data are obtained from Federal Transit Administration and are not comparable with earlier years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Incident figures include collisions with vehicles, objects, and people, derailments / vehicles going off the road. Accident figures do not include fires and personal casualties. The drop in the number of injuries and incidents in 2002 is largely due to a change in definitions by the Federal Transit Administration, particularly the definition of injuries. Beginning in 2002, only injuries requiring immediate medical treatment away from the scene qualified as reportable.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy consumption for purchased transport is not included.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Other operating revenue includes other revenue, non-transported funds and dedicated and other directly generated funds.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As of 2007, Federal Transit Authority (FTA) collected and made available data for rural agencies. Based on this survey, American Public Transportation Association reassess the distribution of motor bus and paratransit service. Due to this redistribution, number of motor buses, paratransit (demand responsive), other categories and number of employees for these modes are not continuous from 2006 to 2007.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Energy consumption, diesel includes bio-diesel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOURCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 1960-95: American Public Transportation Association, Public Transportation Fact Book Historical Tables (Washington, DC:  Annual Issues), tables 41, 42 and similar tables in earlier years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 1996-2009: U.S. Department of Transportation, Federal Transit Administration, National Transit Database (Washington, DC.: Annual Reports), available at http://www.ntdprogram.gov/ntdprogram/data.htm as of Jan. 20, 2011. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 1960-95: American Public Transportation Association, Public Transportation Fact Book Historical Tables (Washington, DC:  Annual Issues), table 38 and similar tables in earlier years. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 1996-2009: U.S. Department of Transportation, Federal Transit Administration, National Transit Database (Washington, DC.: Annual Reports), available at http://www.ntdprogram.gov/ntdprogram/data.htm as of Mar. 7, 2011. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 1960-2001: American Public Transportation Association, Public Transportation Fact Book Historical Tables (Washington, DC:  Annual Issues), tables 45 to 52 and similar tables in earlier years. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 2002-09: U.S. Department of Transportation, Federal Transit Administration, National Transit Database (Washington, DC.: Annual Reports), available at http://www.ntdprogram.gov/ntdprogram/data.htm as of Jan. 20, 2011. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 1960-2001: American Public Transportation Association, Public Transportation Fact Book Historical Tables (Washington, DC:  Annual Issues), tables 45 to 52 and similar tables in earlier years. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4 2002-09: U.S. Department of Transportation, Federal Transit Administration, National Transit Database (Washington, DC.: Annual Reports), available at http://www.ntdprogram.gov/ntdprogram/data.htm as of Jan. 20, 2011. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5 American Public Transportation Association, Public Transportation Fact Book Historical Tables (Washington, DC:  Annual Issues), table 15 and similar tables in earlier years.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6 1960-95: American Public Transportation Association, Public Transportation Fact Book Historical Tables (Washington, DC: Annual Issues), table 17 and similar tables in earlier years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6 1996-2009: U.S. Department of Transportation, Federal Transit Administration, National Transit Database (Washington, DC.: Annual Reports), available at http://www.ntdprogram.gov/ntdprogram/data.htm as of Jan. 20, 2011. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7 American Public Transportation Association, Public Transportation Fact Book (Washington, DC: Annual Issues), tables 13, 27 and similar tables in earlier years; and Public Transportation Fact Book Historical Tables (Washington, DC: Annual Issues), table 12 and similar tables in earlier years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8 1960-95: Ibid., American Public Transportation Association, Public Transportation Fact Book (Washington, DC: Annual Issues), table 8 and similar tables in earlier years; and Public Transportation Fact Book Historical Tables (Washington, DC: Annual Issues), tables 45 to 52 and similar tables in earlier years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8 1996-2009: U.S. Department of Transportation, Federal Transit Administration, National Transit Database (Washington, DC.: Annual Reports), available at http://www.ntdprogram.gov/ntdprogram/data.htm as of Jan. 20, 2011. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9 1960-95: American Public Transportation Association, Public Transportation Fact Book (Washington, DC:  Annual Issues), table 5 and similar tables in earlier years; and 2011 Public Transportation Fact Book Historical Tables, tables 45 to 52.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9 1996-2009: U.S. Department of Transportation, Federal Transit Administration, National Transit Database (Washington, DC.: Annual Reports), available at http://www.ntdprogram.gov/ntdprogram/data.htm as of Jan. 20, 2011 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10 1960-95: American Public Transportation Association, Public Transportation Fact Book (Washington, DC:  Annual Issues), table 6 and similar tables in earlier years; and 2011 Public Transportation Fact Book Historical Tables, tables 45 to 52.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10 1996-2009: U.S. Department of Transportation, Federal Transit Administration, National Transit Database (Washington, DC.: Annual Reports), available at http://www.ntdprogram.gov/ntdprogram/data.htm as of Jan. 20, 2011. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11 1960-95: American Public Transportation Association, Public Transportation Fact Book (Washington, DC:  Annual Issues), table 7 and similar tables in earlier years; and 2011 Public Transportation Fact Book Historical Tables, table 3. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11 1996-2009: U.S. Department of Transportation, Federal Transit Administration, National Transit Database (Washington, DC.: Annual Reports), available at http://www.ntdprogram.gov/ntdprogram/data.htm as of Jan. 20, 2011.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12 American Public Transportation Association, Public Transportation Fact Book (Washington, DC:  Annual Issues), table 8 and similar tables in earlier years; and Public Transportation Fact Book Historical Tables (Washington, DC: Annual Issues), table 10 and similar tables in earlier years.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13 1960-95: American Public Transportation Association, 2011 Public Transportation Fact Book Historical Tables, table 30.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13 1996-2009: U.S. Department of Transportation, Federal Transit Administration, National Transit Database (Washington, DC.: Annual Reports), available at http://www.ntdprogram.gov/ntdprogram/data.htm as of Jan. 20, 2011. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14 1960-95: American Public Transportation Association, 2011 Public Transportation Fact Book Historical Tables, table 31.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14 1996-2009: U.S. Department of Transportation, Federal Transit Administration, National Transit Database (Washington, DC.: Annual Reports), available at http://www.ntdprogram.gov/ntdprogram/data.htm as of Jan. 20, 2011. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 1960-95: American Public Transportation Association, 2011 Public Transportation Fact Book Historical Tables, table 29.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 1996-2009: U.S. Department of Transportation, Federal Transit Administration, National Transit Database (Washington, DC.: Annual Reports), available at http://www.ntdprogram.gov/ntdprogram/data.htm as of Jan. 20, 2011. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16 1960-2006: Fatalities and Injured persons: U.S. Department of Transportation, Federal Transit Administration, Transit Safety and Security Statistics and Analysis Annual Report (previously Safety Management Information Statistics - SAMIS), available at http://transit-safety.volpe.dot.gov/Data/samis/default.asp as of Feb. 22, 2010. 2007-09: U.S. Department of Transportation, Federal Transit Administration, Office of Program Management, personal communications, Jan. 08, 2010; Sept. 17, 2010 and Feb. 25, 2011.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16 1960-2005: Incidents: U.S. Department of Transportation, Federal Transit Administration, Transit Safety and Security Statistics and Analysis Annual Report (previously Safety Management Information Statistics - SAMIS), available at http://transit-safety.volpe.dot.gov/Data/samis/default.asp as of Feb. 22, 2010. 2006-09: U.S. Department of Transportation, Federal Transit Administration, Office of Program Management, personal communications, Mar. 08, 2010; Sept. 17, 2010 and Feb. 25, 2011.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17 U.S. Department of Transportation, Federal Transit Administration, Office of Program Management, personal communications, Sept. 5, 2007; Jan. 8, 2010; Mar. 8, 2010; Sept. 17, 2010 and Feb. 25, 2011. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
